run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,arrival_departure,scheduled_charter,number_flights_matched,actual_flights_unmatched,early_to_15_mins_late_percent,flts_16_to_30_mins_late_percent,flts_31_to_60_mins_late_percent,flts_61_to_180_mins_late_percent,flts_181_to_360_mins_late_percent,more_than_360_mins_late_percent,average_delay_mins,planned_flights_unmatched,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
22/09/2015 16:54,201507,ABERDEEN,BULGARIA,BURGAS,BH AIR,A,C,4,0,100,0,0,0,0,0,4.75,0,4,100,0
22/09/2015 16:54,201507,ABERDEEN,BULGARIA,BURGAS,BH AIR,D,C,4,0,75,25,0,0,0,0,9,0,4,100,1
22/09/2015 16:54,201507,ABERDEEN,CROATIA,RIJEKA,TITAN AIRWAYS LTD,A,C,1,0,100,0,0,0,0,0,0,0,0,0,0
22/09/2015 16:54,201507,ABERDEEN,CROATIA,RIJEKA,TITAN AIRWAYS LTD,D,C,1,0,100,0,0,0,0,0,4,0,0,0,0
22/09/2015 16:54,201507,ABERDEEN,DENMARK,COPENHAGEN,SAS,A,S,49,0,95.91836735,2.040816327,0,2.040816327,0,0,3.489795918,1,53,96.22641509,3.169811321
22/09/2015 16:54,201507,ABERDEEN,DENMARK,COPENHAGEN,SAS,D,S,50,0,96,2,0,2,0,0,4,0,52,86.53846154,7.211538462
22/09/2015 16:54,201507,ABERDEEN,DENMARK,ESBJERG,BMI REGIONAL,A,S,27,0,100,0,0,0,0,0,7.41E-02,0,27,85.18518519,6.444444444
22/09/2015 16:54,201507,ABERDEEN,DENMARK,ESBJERG,BMI REGIONAL,D,S,27,0,100,0,0,0,0,0,1.148148148,0,27,81.48148148,7.37037037
22/09/2015 16:54,201507,ABERDEEN,DENMARK,ESBJERG,DENIM AIR,A,C,2,0,50,0,0,50,0,0,57,0,0,0,0
22/09/2015 16:54,201507,ABERDEEN,DENMARK,ESBJERG,DENIM AIR,D,C,2,0,0,50,0,50,0,0,42,0,0,0,0
