run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,arrival_departure,scheduled_charter,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_unmatched_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
20/12/2019 13:06,201909,ABERDEEN,BULGARIA,BURGAS,BH AIR,A,C,4,0,0,0.000000,25.000000,50.000000,0.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,4,75.000000,32
20/12/2019 13:06,201909,ABERDEEN,BULGARIA,BURGAS,BH AIR,D,C,3,0,0,0.000000,66.666667,0.000000,33.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8,3,66.666667,46
20/12/2019 13:06,201909,ABERDEEN,LATVIA,RIGA,AIR BALTIC,A,S,8,0,0,0.000000,37.500000,25.000000,12.500000,12.500000,12.500000,0.000000,0.000000,0.000000,0.000000,0.000000,23,2,100.000000,1
20/12/2019 13:06,201909,ABERDEEN,LATVIA,RIGA,AIR BALTIC,D,S,8,0,0,0.000000,37.500000,25.000000,12.500000,12.500000,12.500000,0.000000,0.000000,0.000000,0.000000,0.000000,21,2,100.000000,0
20/12/2019 13:06,201909,ABERDEEN,POLAND,GDANSK,WIZZ AIR,A,S,12,0,0,8.333333,41.666667,41.666667,0.000000,8.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6,9,77.777778,17
20/12/2019 13:06,201909,ABERDEEN,POLAND,GDANSK,WIZZ AIR,D,S,12,0,0,0.000000,8.333333,75.000000,8.333333,8.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,9,66.666667,17
20/12/2019 13:06,201909,ABERDEEN,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),FLYBE LTD,A,S,26,0,0,0.000000,46.153846,46.153846,0.000000,7.692308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6,30,76.666667,15
20/12/2019 13:06,201909,ABERDEEN,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),FLYBE LTD,D,S,26,0,0,0.000000,50.000000,38.461538,7.692308,3.846154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5,30,80.000000,12
20/12/2019 13:06,201909,ABERDEEN,UNITED KINGDOM,BIRMINGHAM,FLYBE LTD,A,S,73,0,0,2.739726,43.835616,26.027397,9.589041,8.219178,6.849315,2.739726,0.000000,0.000000,0.000000,0.000000,16,74,82.666667,10
20/12/2019 13:06,201909,ABERDEEN,UNITED KINGDOM,BIRMINGHAM,FLYBE LTD,D,S,73,0,0,0.000000,45.205479,36.986301,4.109589,6.849315,2.739726,2.739726,0.000000,1.369863,0.000000,0.000000,32,74,85.333333,11
20/12/2019 13:06,201909,ABERDEEN,UNITED KINGDOM,BRISTOL,BMI REGIONAL,A,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,23,82.608696,8
20/12/2019 13:06,201909,ABERDEEN,UNITED KINGDOM,BRISTOL,BMI REGIONAL,D,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,22,60.869565,18
20/12/2019 13:06,201909,ABERDEEN,UNITED KINGDOM,BRISTOL,LOGANAIR LTD,A,S,26,0,0,7.692308,53.846154,7.692308,15.384615,7.692308,7.692308,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.000000,
20/12/2019 13:06,201909,ABERDEEN,UNITED KINGDOM,BRISTOL,LOGANAIR LTD,D,S,26,0,0,3.846154,38.461538,34.615385,15.384615,3.846154,3.846154,0.000000,0.000000,0.000000,0.000000,0.000000,9,0,0.000000,
20/12/2019 13:06,201909,ABERDEEN,UNITED KINGDOM,CARDIFF WALES,FLYBE LTD,A,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,20,48.000000,30
20/12/2019 13:06,201909,ABERDEEN,UNITED KINGDOM,CARDIFF WALES,FLYBE LTD,D,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,22,57.692308,25
20/12/2019 13:06,201909,ABERDEEN,UNITED KINGDOM,CONINGSBY,EASTERN AIRWAYS,A,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,100.000000,8
20/12/2019 13:06,201909,ABERDEEN,UNITED KINGDOM,EDINBURGH,LOGANAIR LTD,A,S,3,0,1,0.000000,25.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,3,0,0.000000,
20/12/2019 13:06,201909,ABERDEEN,UNITED KINGDOM,EDINBURGH,LOGANAIR LTD,D,S,1,0,0,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,
20/12/2019 13:06,201909,ABERDEEN,UNITED KINGDOM,HUMBERSIDE,FLYBE LTD,A,S,51,0,7,53.448276,17.241379,8.620690,3.448276,1.724138,1.724138,1.724138,0.000000,0.000000,0.000000,12.068966,7,55,64.516129,22
20/12/2019 13:06,201909,ABERDEEN,UNITED KINGDOM,HUMBERSIDE,FLYBE LTD,D,S,53,0,4,1.754386,54.385965,24.561404,7.017544,1.754386,3.508772,0.000000,0.000000,0.000000,0.000000,7.017544,7,56,57.575758,18
20/12/2019 13:06,201909,ABERDEEN,UNITED KINGDOM,INVERNESS,LOGANAIR LTD,A,S,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70,0,0.000000,
20/12/2019 13:06,201909,ABERDEEN,UNITED KINGDOM,JERSEY,FLYBE LTD,A,S,3,0,0,0.000000,33.333333,33.333333,33.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,4,75.000000,12
20/12/2019 13:06,201909,ABERDEEN,UNITED KINGDOM,JERSEY,FLYBE LTD,D,S,3,0,0,0.000000,33.333333,66.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5,4,100.000000,0
