run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,arrival_departure,scheduled_charter,number_flights_matched,actual_flights_unmatched,early_to_15_mins_late_percent,flts_16_to_30_mins_late_percent,flts_31_to_60_mins_late_percent,flts_61_to_180_mins_late_percent,flts_181_to_360_mins_late_percent,more_than_360_mins_late_percent,average_delay_mins,planned_flights_unmatched,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
31-Aug-2007 11:54,200706,BIRMINGHAM,AUSTRIA,INNSBRUCK,BA CITYFLYER,A,C, 1 , 0 , 100 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 
31-Aug-2007 11:54,200706,BIRMINGHAM,AUSTRIA,INNSBRUCK,BA CONNECT LTD,A,C, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 100 , 2 
31-Aug-2007 11:54,200706,BIRMINGHAM,AUSTRIA,INNSBRUCK,BA CONNECT LTD,D,C, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 100 , 0 
31-Aug-2007 11:54,200706,BIRMINGHAM,AUSTRIA,INNSBRUCK,BRITISH AIRWAYS PLC,A,C, 4 , 0 , 100 , 0 , 0 , 0 , 0 , 0 , 3.5 , 0 , 0 , 0 , 0 
31-Aug-2007 11:54,200706,BIRMINGHAM,AUSTRIA,INNSBRUCK,BRITISH AIRWAYS PLC,D,C, 5 , 0 , 60 , 40 , 0 , 0 , 0 , 0 , 16 , 0 , 0 , 0 , 0 
31-Aug-2007 11:54,200706,BIRMINGHAM,AUSTRIA,SALZBURG,FIRST CHOICE AIRWAYS LTD,A,C, 5 , 0 , 40 , 20 , 0 , 20 , 20 , 0 , 78.8 , 0 , 4 , 100 , 8 
31-Aug-2007 11:54,200706,BIRMINGHAM,AUSTRIA,SALZBURG,FIRST CHOICE AIRWAYS LTD,D,C, 5 , 0 , 0 , 40 , 20 , 0 , 40 , 0 , 99.4 , 0 , 4 , 25 , 18.75 
31-Aug-2007 11:54,200706,BIRMINGHAM,AUSTRIA,SALZBURG,THOMSONFLY LTD,A,C, 4 , 0 , 75 , 0 , 25 , 0 , 0 , 0 , 10.25 , 0 , 4 , 100 , 0 
31-Aug-2007 11:54,200706,BIRMINGHAM,AUSTRIA,SALZBURG,THOMSONFLY LTD,D,C, 4 , 0 , 75 , 0 , 25 , 0 , 0 , 0 , 16.5 , 0 , 4 , 100 , 7 
31-Aug-2007 11:54,200706,BIRMINGHAM,BELGIUM,BRUSSELS,BRUSSELS AIRLINES,A,S, 143 , 0 , 81.1188811188811 , 8.39160839160839 , 6.29370629370629 , 4.1958041958042 , 0 , 0 , 9.87412587412587 , 4 , 120 , 95 , 3.30833333333333 
31-Aug-2007 11:54,200706,BIRMINGHAM,BELGIUM,BRUSSELS,BRUSSELS AIRLINES,D,S, 144 , 0 , 78.4722222222222 , 11.8055555555556 , 5.55555555555556 , 4.16666666666667 , 0 , 0 , 11.1875 , 4 , 120 , 95.8333333333333 , 2.58333333333333 
31-Aug-2007 11:54,200706,BIRMINGHAM,BULGARIA,BURGAS,BH AIR,A,C, 5 , 0 , 0 , 0 , 80 , 20 , 0 , 0 , 58 , 0 , 4 , 25 , 17.25 
31-Aug-2007 11:54,200706,BIRMINGHAM,BULGARIA,BURGAS,BH AIR,D,C, 5 , 0 , 0 , 0 , 80 , 20 , 0 , 0 , 51.8 , 0 , 4 , 25 , 19 
