run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,arrival_departure,scheduled_charter,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_unmatched_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
27/09/2022 12:49,202207,ABERDEEN,BULGARIA,BURGAS,BH AIR,A,C,5,0,0,0.000000,60.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6,0,0.000000,
27/09/2022 12:49,202207,ABERDEEN,BULGARIA,BURGAS,BH AIR,D,C,5,0,0,0.000000,40.000000,0.000000,20.000000,0.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40,0,0.000000,
27/09/2022 12:49,202207,ABERDEEN,LATVIA,RIGA,AIR BALTIC,A,S,9,0,0,0.000000,0.000000,66.666667,11.111111,0.000000,22.222222,0.000000,0.000000,0.000000,0.000000,0.000000,26,8,75.000000,10
27/09/2022 12:49,202207,ABERDEEN,LATVIA,RIGA,AIR BALTIC,D,S,9,0,0,0.000000,0.000000,33.333333,22.222222,22.222222,22.222222,0.000000,0.000000,0.000000,0.000000,0.000000,40,8,75.000000,8
27/09/2022 12:49,202207,ABERDEEN,POLAND,GDANSK,WIZZ AIR,A,S,9,0,0,0.000000,22.222222,33.333333,22.222222,11.111111,11.111111,0.000000,0.000000,0.000000,0.000000,0.000000,20,1,100.000000,2
27/09/2022 12:49,202207,ABERDEEN,POLAND,GDANSK,WIZZ AIR,D,S,9,0,0,0.000000,0.000000,55.555556,0.000000,22.222222,22.222222,0.000000,0.000000,0.000000,0.000000,0.000000,29,1,100.000000,0
27/09/2022 12:49,202207,ABERDEEN,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),LOGANAIR LTD,A,S,31,0,0,61.290323,9.677419,29.032258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,23,78.260870,18
27/09/2022 12:49,202207,ABERDEEN,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),LOGANAIR LTD,D,S,31,0,0,0.000000,16.129032,54.838710,22.580645,6.451613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,23,86.956522,8
27/09/2022 12:49,202207,ABERDEEN,UNITED KINGDOM,BIRMINGHAM,LOGANAIR LTD,A,S,72,0,0,0.000000,12.500000,19.444444,20.833333,30.555556,12.500000,2.777778,1.388889,0.000000,0.000000,0.000000,39,37,78.947368,11
27/09/2022 12:49,202207,ABERDEEN,UNITED KINGDOM,BIRMINGHAM,LOGANAIR LTD,D,S,72,0,0,0.000000,16.666667,33.333333,19.444444,20.833333,9.722222,0.000000,0.000000,0.000000,0.000000,0.000000,24,38,79.487179,14
